datetime,energy_kwh,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),weather_code (wmo code),wind_speed_10m (km/h),visibility (m),is_day ()
2025-12-01 00:00:00,,2.4,90,1.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,11.5,50000.0,0
2025-12-01 00:15:00,,2.5,90,1.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,11.9,40020.0,0
2025-12-01 00:30:00,,2.6,89,1.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,12.2,30040.0,0
2025-12-01 00:45:00,,2.8,88,1.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,20060.0,0
2025-12-01 01:00:00,,2.9,88,1.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.3,10080.0,0
2025-12-01 01:15:00,,2.9,88,1.1,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,13.7,9880.0,0
2025-12-01 01:30:00,,2.9,89,1.2,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,9680.0,0
2025-12-01 01:45:00,,2.8,89,1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,14.4,9460.0,0
2025-12-01 02:00:00,,2.8,90,1.3,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,14.8,9260.0,0
2025-12-01 02:15:00,,2.7,90,1.3,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,1,14.8,9040.0,0
2025-12-01 02:30:00,,2.7,91,1.4,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,2,14.8,8820.0,0
2025-12-01 02:45:00,,2.6,91,1.3,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3,14.8,8600.0,0
2025-12-01 03:00:00,,2.6,91,1.3,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,3,15.1,8380.0,0
2025-12-01 03:15:00,,2.6,91,1.3,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3,15.8,8400.0,0
2025-12-01 03:30:00,,2.6,91,1.3,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,3,16.9,8420.0,0
2025-12-01 03:45:00,,2.6,91,1.3,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,3,17.6,8420.0,0
2025-12-01 04:00:00,,2.7,91,1.4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18.7,8440.0,0
2025-12-01 04:15:00,,2.8,91,1.5,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,3,19.4,18840.0,0
2025-12-01 04:30:00,,2.9,91,1.6,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20.5,29220.0,0
2025-12-01 04:45:00,,3.0,90,1.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,21.2,39620.0,0
2025-12-01 05:00:00,,3.1,90,1.6,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,3,21.6,50000.0,0
2025-12-01 05:15:00,,3.3,90,1.8,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,3,22.0,50000.0,0
2025-12-01 05:30:00,,3.4,90,1.9,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,3,21.6,50000.0,0
2025-12-01 05:45:00,,3.6,89,2.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,21.6,50000.0,0
2025-12-01 06:00:00,,3.8,89,2.1,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,22.0,50000.0,0
2025-12-01 06:15:00,,3.9,88,2.1,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,22.7,40540.0,0
2025-12-01 06:30:00,,4.1,87,2.1,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,24.1,31060.0,0
2025-12-01 06:45:00,,4.2,86,2.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,25.2,21600.0,0
2025-12-01 07:00:00,,4.3,85,2.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,25.9,12120.0,0
2025-12-01 07:15:00,,4.3,85,2.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,26.3,21600.0,0
2025-12-01 07:30:00,,4.4,86,2.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,25.9,31060.0,1
2025-12-01 07:45:00,,4.4,87,2.5,-1.0,4.0,0.1,3.9,0.0,0.0,12.8,3,25.6,40540.0,1
2025-12-01 08:00:00,,4.5,88,2.7,-0.9,17.0,1.7,15.3,40.8,17.0,56.8,3,25.6,50000.0,1
2025-12-01 08:15:00,,4.6,88,2.8,-0.8,32.0,4.4,27.6,62.0,32.0,100.4,3,25.6,50000.0,1
2025-12-01 08:30:00,,4.7,88,2.9,-0.6,46.0,7.4,38.6,73.7,46.0,141.9,3,25.2,50000.0,1
2025-12-01 08:45:00,,4.9,87,2.9,-0.4,55.0,8.5,46.5,66.3,55.0,181.0,3,25.2,50000.0,1
2025-12-01 09:00:00,,5.0,87,3.0,-0.4,55.0,6.3,48.7,40.7,55.0,217.6,3,25.6,50000.0,1
2025-12-01 09:15:00,,5.1,86,2.9,-0.4,48.0,3.1,44.9,17.6,48.0,251.6,3,26.3,40560.0,1
2025-12-01 09:30:00,,5.1,86,3.0,-0.5,39.0,1.3,37.7,6.2,39.0,282.7,3,27.4,31120.0,1
2025-12-01 09:45:00,,5.2,85,2.9,-0.5,33.0,0.6,32.4,2.8,33.0,310.9,3,28.1,21660.0,1
2025-12-01 10:00:00,,5.3,85,3.0,-0.5,31.0,0.5,30.5,2.0,31.0,336.0,3,28.8,12220.0,1
2025-12-01 10:15:00,,5.3,86,3.2,-0.5,30.0,0.5,29.5,1.8,30.0,357.9,3,28.8,11560.0,1
2025-12-01 10:30:00,,5.4,87,3.4,-0.3,30.0,0.5,29.5,1.8,30.0,376.6,3,28.8,10880.0,1
2025-12-01 10:45:00,,5.5,88,3.6,-0.2,28.0,0.4,27.6,1.5,28.0,391.9,3,28.8,10220.0,1
2025-12-01 11:00:00,,5.6,89,3.9,-0.0,24.0,0.3,23.7,1.0,24.0,403.8,3,28.4,9540.0,1
2025-12-01 11:15:00,,5.7,90,4.2,0.1,20.0,0.2,19.8,0.7,20.0,412.2,53,28.4,13340.0,1
2025-12-01 11:30:00,,5.8,91,4.4,0.3,17.0,0.2,16.8,0.6,17.0,417.2,53,28.1,17160.0,1
2025-12-01 11:45:00,,5.9,92,4.7,0.5,16.0,0.2,15.8,0.5,16.0,418.6,53,28.1,20960.0,1
2025-12-01 12:00:00,,5.9,92,4.7,0.6,20.0,0.2,19.8,0.7,20.0,416.5,53,27.7,24760.0,1
2025-12-01 12:15:00,,6.0,92,4.8,0.7,24.0,0.3,23.7,1.1,24.0,410.8,51,27.4,22580.0,1
2025-12-01 12:30:00,,6.0,92,4.8,0.7,26.0,0.4,25.6,1.2,26.0,401.7,51,27.4,20420.0,1
2025-12-01 12:45:00,,6.0,91,4.6,0.7,25.0,0.3,24.7,1.1,25.0,389.1,51,27.0,18240.0,1
2025-12-01 13:00:00,,6.0,91,4.7,0.8,21.0,0.2,20.8,0.6,21.0,373.1,51,27.0,16060.0,1
2025-12-01 13:15:00,,6.1,91,4.8,1.0,15.0,0.0,15.0,0.2,15.0,353.8,53,26.6,17100.0,1
2025-12-01 13:30:00,,6.2,91,4.9,1.2,11.0,0.0,11.0,0.0,11.0,331.2,53,26.3,18140.0,1
2025-12-01 13:45:00,,6.3,92,5.1,1.3,8.0,0.0,8.0,0.0,8.0,305.4,53,26.3,19180.0,1
2025-12-01 14:00:00,,6.4,92,5.2,1.4,7.0,0.0,7.0,0.0,7.0,276.6,53,26.6,20220.0,1
2025-12-01 14:15:00,,6.5,92,5.3,1.3,7.0,0.0,7.0,0.0,7.0,244.9,51,27.7,27660.0,1
2025-12-01 14:30:00,,6.6,92,5.4,1.2,6.0,0.0,6.0,0.0,6.0,210.4,51,29.5,35120.0,1
2025-12-01 14:45:00,,6.7,92,5.5,1.1,4.0,0.0,4.0,0.0,4.0,173.3,51,31.0,42560.0,1
2025-12-01 15:00:00,,6.8,92,5.6,1.0,2.0,0.0,2.0,0.0,2.0,133.7,51,32.0,50000.0,1
2025-12-01 15:15:00,,6.8,92,5.6,1.0,1.0,0.0,1.0,0.0,1.0,91.7,51,32.0,50000.0,1
2025-12-01 15:30:00,,6.7,91,5.4,1.1,0.0,0.0,0.0,0.0,0.0,47.7,51,31.0,50000.0,1
2025-12-01 15:45:00,,6.6,90,5.1,1.0,0.0,0.0,0.0,0.0,0.0,6.7,51,30.2,50000.0,0
2025-12-01 16:00:00,,6.6,90,5.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,51,29.5,50000.0,0
2025-12-01 16:15:00,,6.5,90,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,29.5,50000.0,0
2025-12-01 16:30:00,,6.5,90,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,29.9,50000.0,0
2025-12-01 16:45:00,,6.5,90,5.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,51,29.9,50000.0,0
2025-12-01 17:00:00,,6.5,90,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,51,30.2,50000.0,0
2025-12-01 17:15:00,,6.5,90,5.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,39680.0,0
2025-12-01 17:30:00,,6.6,91,5.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,29340.0,0
2025-12-01 17:45:00,,6.6,91,5.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,19020.0,0
2025-12-01 18:00:00,,6.7,91,5.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3,30.6,8680.0,0
2025-12-01 18:15:00,,6.6,91,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31.0,8900.0,0
2025-12-01 18:30:00,,6.6,90,5.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3,31.7,9100.0,0
2025-12-01 18:45:00,,6.5,90,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,32.0,9320.0,0
2025-12-01 19:00:00,,6.4,89,4.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3,32.4,9520.0,0
2025-12-01 19:15:00,,6.4,88,4.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,32.0,10200.0,0
2025-12-01 19:30:00,,6.4,87,4.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,31.3,10860.0,0
2025-12-01 19:45:00,,6.4,86,4.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.6,11540.0,0
2025-12-01 20:00:00,,6.4,85,4.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,12200.0,0
2025-12-01 20:15:00,,6.4,84,3.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,21660.0,0
2025-12-01 20:30:00,,6.5,84,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,31100.0,0
2025-12-01 20:45:00,,6.5,83,3.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,40560.0,0
2025-12-01 21:00:00,,6.5,83,3.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,50000.0,0
2025-12-01 21:15:00,,6.4,83,3.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,41140.0,0
2025-12-01 21:30:00,,6.3,82,3.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,32280.0,0
2025-12-01 21:45:00,,6.1,82,3.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,30.2,23400.0,0
2025-12-01 22:00:00,,6.0,81,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3,29.9,14540.0,0
2025-12-01 22:15:00,,6.0,80,2.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3,29.2,15240.0,0
2025-12-01 22:30:00,,5.9,79,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3,28.1,15960.0,0
2025-12-01 22:45:00,,5.9,77,2.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,27.0,16660.0,0
2025-12-01 23:00:00,,5.9,76,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,26.6,17360.0,0
2025-12-01 23:15:00,,6.0,75,1.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,27.0,25520.0,0
2025-12-01 23:30:00,,6.1,74,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3,27.7,33680.0,0
2025-12-01 23:45:00,,6.3,73,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,28.8,41840.0,0
2025-12-02 00:00:00,,6.3,73,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3,29.2,50000.0,0
2025-12-02 00:15:00,,6.3,74,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,29.2,43260.0,0
2025-12-02 00:30:00,,6.1,77,2.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,28.8,36520.0,0
2025-12-02 00:45:00,,5.9,79,2.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3,28.4,29780.0,0
2025-12-02 01:00:00,,5.8,81,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28.4,23040.0,0
2025-12-02 01:15:00,,5.7,83,3.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,61,28.8,21340.0,0
2025-12-02 01:30:00,,5.7,84,3.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,61,29.9,19640.0,0
2025-12-02 01:45:00,,5.7,86,3.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,61,30.2,17940.0,0
2025-12-02 02:00:00,,5.7,86,3.5,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,61,30.6,16240.0,0
2025-12-02 02:15:00,,5.8,85,3.5,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,29.9,24680.0,0
2025-12-02 02:30:00,,6.0,82,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,51,29.2,33120.0,0
2025-12-02 02:45:00,,6.2,80,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51,27.7,41560.0,0
2025-12-02 03:00:00,,6.3,79,2.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,51,27.0,50000.0,0
2025-12-02 03:15:00,,6.2,80,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,51,26.6,40540.0,0
2025-12-02 03:30:00,,6.0,81,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51,26.3,31080.0,0
2025-12-02 03:45:00,,5.8,83,3.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,51,26.3,21600.0,0
2025-12-02 04:00:00,,5.7,85,3.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,51,25.9,12140.0,0
2025-12-02 04:15:00,,5.7,87,3.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,25.6,21600.0,0
2025-12-02 04:30:00,,5.7,88,3.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,25.2,31080.0,0
2025-12-02 04:45:00,,5.8,89,4.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3,25.2,40540.0,0
2025-12-02 05:00:00,,5.9,90,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24.8,50000.0,0
2025-12-02 05:15:00,,6.0,90,4.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3,24.5,40220.0,0
2025-12-02 05:30:00,,6.0,89,4.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3,24.5,30420.0,0
2025-12-02 05:45:00,,6.1,88,4.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,24.1,20640.0,0
2025-12-02 06:00:00,,6.1,87,4.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3,24.1,10840.0,0
2025-12-02 06:15:00,,6.2,87,4.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,24.1,10400.0,0
2025-12-02 06:30:00,,6.2,88,4.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,24.5,9940.0,0
2025-12-02 06:45:00,,6.2,89,4.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,24.5,9500.0,0
2025-12-02 07:00:00,,6.2,90,4.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,3,24.5,9040.0,0
2025-12-02 07:15:00,,6.3,90,4.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3,23.8,9340.0,0
2025-12-02 07:30:00,,6.3,89,4.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3,23.0,9660.0,1
2025-12-02 07:45:00,,6.3,89,4.6,1.8,2.0,0.0,2.0,0.0,0.0,9.8,3,22.3,9960.0,1
2025-12-02 08:00:00,,6.4,88,4.5,1.9,10.0,0.0,10.0,0.5,10.0,52.5,3,21.6,10260.0,1
2025-12-02 08:15:00,,6.4,87,4.4,2.0,19.0,0.5,18.5,6.8,19.0,96.1,3,21.2,10620.0,1
2025-12-02 08:30:00,,6.4,87,4.4,2.0,30.0,1.7,28.3,17.3,30.0,137.6,3,20.9,10960.0,1
2025-12-02 08:45:00,,6.5,86,4.3,2.1,45.0,4.7,40.3,37.1,45.0,176.8,3,20.9,11320.0,1
2025-12-02 09:00:00,,6.5,86,4.4,2.1,72.0,14.6,57.4,96.2,72.0,213.4,3,20.9,11660.0,1
2025-12-02 09:15:00,,6.6,86,4.5,2.2,106.0,33.5,72.5,190.3,106.0,247.4,3,21.2,11680.0,1
2025-12-02 09:30:00,,6.8,86,4.6,2.3,137.0,54.1,82.9,273.0,137.0,278.6,3,21.6,11700.0,1
2025-12-02 09:45:00,,6.9,86,4.7,2.4,152.0,62.3,89.7,285.5,152.0,306.8,3,22.0,11720.0,1
2025-12-02 10:00:00,,7.0,86,4.8,2.6,144.0,50.6,93.4,214.3,144.0,332.0,3,22.0,11740.0,1
2025-12-02 10:15:00,,7.1,86,4.9,2.7,124.0,32.0,92.0,127.2,124.0,354.0,3,22.0,21300.0,1
2025-12-02 10:30:00,,7.3,85,4.9,2.9,105.0,19.1,85.9,71.9,105.0,372.8,3,21.6,30880.0,1
2025-12-02 10:45:00,,7.4,84,4.9,3.0,103.0,17.1,85.9,61.9,103.0,388.2,3,21.2,40440.0,1
2025-12-02 11:00:00,,7.5,84,5.0,3.3,117.0,23.2,93.8,81.7,117.0,400.1,3,20.5,50000.0,1
2025-12-02 11:15:00,,7.7,84,5.1,3.6,137.0,34.4,102.6,118.5,137.0,408.7,3,19.8,40220.0,1
2025-12-02 11:30:00,,7.8,85,5.5,4.0,156.0,47.4,108.6,161.2,156.0,413.7,3,18.7,30420.0,1
2025-12-02 11:45:00,,8.0,86,5.8,4.4,166.0,55.2,110.8,186.9,166.0,415.2,3,17.6,20640.0,1
2025-12-02 12:00:00,,8.1,87,6.0,4.7,173.0,61.4,111.6,209.3,173.0,413.2,3,16.6,10840.0,1
2025-12-02 12:15:00,,8.2,87,6.1,4.9,176.0,65.1,110.9,224.7,176.0,407.6,3,15.8,10860.0,1
2025-12-02 12:30:00,,8.2,87,6.2,5.1,169.0,60.5,108.5,213.7,169.0,398.6,3,15.1,10860.0,1
2025-12-02 12:45:00,,8.2,87,6.2,5.1,150.0,46.8,103.2,170.5,150.0,386.1,3,14.8,10880.0,1
2025-12-02 13:00:00,,8.3,87,6.2,5.3,117.0,25.8,91.2,98.2,117.0,370.2,3,14.0,10880.0,1
2025-12-02 13:15:00,,8.3,88,6.5,5.5,79.0,9.3,69.7,37.2,79.0,351.0,3,13.3,10460.0,1
2025-12-02 13:30:00,,8.3,89,6.6,5.6,50.0,2.5,47.5,10.8,50.0,328.5,3,13.0,10040.0,1
2025-12-02 13:45:00,,8.4,89,6.7,5.7,35.0,0.8,34.2,3.6,35.0,302.9,3,12.2,9620.0,1
2025-12-02 14:00:00,,8.4,90,6.8,5.8,31.0,0.5,30.5,2.5,31.0,274.2,3,12.2,9200.0,1
2025-12-02 14:15:00,,8.4,90,6.8,5.7,30.0,0.5,29.5,2.6,30.0,242.6,3,12.6,19400.0,1
2025-12-02 14:30:00,,8.4,90,6.9,5.6,28.0,0.4,27.6,2.6,28.0,208.2,3,13.7,29600.0,1
2025-12-02 14:45:00,,8.4,90,6.9,5.5,22.0,0.0,22.0,0.0,22.0,171.1,3,14.8,39800.0,1
2025-12-02 15:00:00,,8.4,90,6.9,5.4,14.0,0.0,14.0,0.0,14.0,131.6,3,15.1,50000.0,1
2025-12-02 15:15:00,,8.4,90,6.9,5.5,7.0,0.0,7.0,0.0,7.0,89.7,3,14.8,39640.0,1
2025-12-02 15:30:00,,8.5,90,6.9,5.7,3.0,0.0,3.0,0.0,3.0,45.8,3,13.7,29260.0,1
2025-12-02 15:45:00,,8.5,91,7.1,5.9,0.0,0.0,0.0,0.0,0.0,5.8,3,12.6,18900.0,0
2025-12-02 16:00:00,,8.4,91,7.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,3,11.9,8520.0,0
2025-12-02 16:15:00,,8.3,92,7.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3,11.5,8040.0,0
2025-12-02 16:30:00,,8.0,93,7.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,7540.0,0
2025-12-02 16:45:00,,7.8,93,6.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,7060.0,0
2025-12-02 17:00:00,,7.7,94,6.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3,10.4,6560.0,0
2025-12-02 17:15:00,,7.7,94,6.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3,10.4,6760.0,0
2025-12-02 17:30:00,,7.7,94,6.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3,10.1,6940.0,0
2025-12-02 17:45:00,,7.8,94,6.9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3,10.1,7140.0,0
2025-12-02 18:00:00,,7.8,94,6.9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3,10.4,7320.0,0
2025-12-02 18:15:00,,7.7,94,6.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,18000.0,0
2025-12-02 18:30:00,,7.6,94,6.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.9,28660.0,0
2025-12-02 18:45:00,,7.5,93,6.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3,12.6,39340.0,0
2025-12-02 19:00:00,,7.4,93,6.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3,13.3,50000.0,0
2025-12-02 19:15:00,,7.3,93,6.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3,13.7,39260.0,0
2025-12-02 19:30:00,,7.2,93,6.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,14.0,28500.0,0
2025-12-02 19:45:00,,7.2,93,6.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,14.0,17760.0,0
2025-12-02 20:00:00,,7.2,93,6.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3,14.4,7000.0,0
2025-12-02 20:15:00,,7.2,93,6.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3,15.1,6740.0,0
2025-12-02 20:30:00,,7.4,94,6.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,15.8,6480.0,0
2025-12-02 20:45:00,,7.5,95,6.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,16.6,6220.0,0
2025-12-02 21:00:00,,7.5,95,6.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,16.6,5960.0,0
2025-12-02 21:15:00,,7.4,95,6.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3,15.8,6100.0,0
2025-12-02 21:30:00,,7.1,95,6.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3,14.8,6220.0,0
2025-12-02 21:45:00,,6.9,94,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.3,6360.0,0
2025-12-02 22:00:00,,6.8,94,5.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3,12.6,6480.0,0
2025-12-02 22:15:00,,6.7,94,5.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3,12.6,6300.0,0
2025-12-02 22:30:00,,6.6,95,5.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,6120.0,0
2025-12-02 22:45:00,,6.6,95,5.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3,13.3,5940.0,0
2025-12-02 23:00:00,,6.7,95,6.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3,13.3,5760.0,0
2025-12-02 23:15:00,,6.9,94,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.3,16820.0,0
2025-12-02 23:30:00,,7.3,93,6.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,27880.0,0
2025-12-02 23:45:00,,7.6,92,6.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3,12.6,38940.0,0
2025-12-03 00:00:00,,7.7,92,6.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3,12.2,50000.0,0
2025-12-03 00:15:00,,7.7,92,6.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3,11.9,39100.0,0
2025-12-03 00:30:00,,7.6,93,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.5,28200.0,0
2025-12-03 00:45:00,,7.4,94,6.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,17300.0,0
2025-12-03 01:00:00,,7.3,94,6.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,6400.0,0
2025-12-03 01:15:00,,7.3,94,6.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,6420.0,0
2025-12-03 01:30:00,,7.4,94,6.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,6420.0,0
2025-12-03 01:45:00,,7.4,94,6.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,6440.0,0
2025-12-03 02:00:00,,7.5,94,6.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,6440.0,0
2025-12-03 02:15:00,,7.5,94,6.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,6740.0,0
2025-12-03 02:30:00,,7.5,94,6.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3,10.1,7060.0,0
2025-12-03 02:45:00,,7.4,94,6.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3,9.4,7360.0,0
2025-12-03 03:00:00,,7.4,94,6.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3,9.0,7660.0,0
2025-12-03 03:15:00,,7.3,94,6.4,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3,9.4,6600.0,0
2025-12-03 03:30:00,,7.2,95,6.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3,9.7,5540.0,0
2025-12-03 03:45:00,,7.2,96,6.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3,10.4,4480.0,0
2025-12-03 04:00:00,,7.1,96,6.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3,10.8,3420.0,0
2025-12-03 04:15:00,,7.1,96,6.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3,11.2,3620.0,0
2025-12-03 04:30:00,,7.2,96,6.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3,11.5,3840.0,0
